Recency,Frequency,Monetary,Cluster_4
45,1,326.24,1
288,1,584.3199999999999,3
292,2,94.35,3
3,11,2173.53,0
284,1,79.2,3
17,3,1352.0,1
82,3,176.6,1
56,5,2806.9,0
101,2,1317.62,1
299,1,436.18,3
23,5,981.51,1
59,6,1119.31,1
155,2,315.06,3
99,5,779.36,1
107,1,17.0,1
12,6,1041.83,1
264,1,320.62,3
240,1,185.05,3
88,7,2005.63,0
50,3,731.9,1
9,3,1245.96,1
42,3,1842.14,1
7,6,1429.64,0
62,1,302.36,1
249,1,336.96,3
66,1,108.38,1
18,7,3204.1600000000003,0
85,2,816.1,1
219,2,611.88,3
45,3,1337.48,1
143,4,195.74,1
183,1,161.38,3
171,1,135.75000000000003,3
10,8,1667.97,0
206,2,592.88,3
190,1,232.21,3
8,2,423.36,1
59,5,1294.14,1
57,2,867.11,1
73,4,684.42,1
52,1,307.78000000000003,1
316,2,187.15,3
367,1,289.35,3
29,4,6287.77,0
39,1,656.25,1
18,5,1880.22,0
52,6,3506.54,0
22,3,603.69,1
263,1,517.55,3
60,3,709.38,1
19,3,635.4100000000001,1
53,4,703.77,1
88,1,620.4,1
250,1,535.34,3
3,7,2419.84,0
247,1,175.2,3
9,18,3741.98,2
157,3,734.13,3
134,1,375.0,1
296,1,76.32000000000001,3
5,2,280.52,1
39,10,1906.07,0
269,1,1829.04,3
50,5,1824.23,0
9,13,3024.62,0
16,4,644.24,1
282,1,348.2,3
64,4,1009.45,1
2,26,5352.97,2
252,1,37.4,3
225,3,441.6,3
17,4,802.53,1
11,28,3770.6,2
8,4,1822.97,1
51,7,1880.42,0
59,1,73.19999999999999,1
95,5,1140.21,1
16,7,1406.57,0
126,3,1009.55,1
94,4,1037.59,1
50,1,331.95,1
138,1,197.9,1
61,1,215.83,1
100,10,10217.48,2
73,1,305.54,1
72,4,6617.65,0
67,1,338.71000000000004,1
64,7,1155.54,0
17,2,529.41,1
23,13,3991.94,0
32,17,6841.24,2
45,4,981.86,1
16,2,215.48,1
40,1,215.08,1
3,25,4913.32,2
237,1,314.45,3
75,1,400.681,1
4,2,1080.62,1
3,5,1821.52,0
361,1,365.27,3
59,5,589.15,1
23,1,405.71,1
31,4,761.38,1
55,4,537.0600000000001,1
25,1,394.38,1
45,2,664.26,1
89,5,2262.62,0
81,2,542.77,1
19,3,681.19,1
79,1,159.0,1
171,3,1062.75,3
81,1,242.35,1
267,1,914.93,3
235,4,259.39000000000004,3
30,8,3054.87,0
37,3,864.86,1
318,1,846.72,3
57,4,1295.3,1
45,5,1096.32,1
203,3,255.12,3
219,2,308.32000000000005,3
87,2,1010.6,1
190,2,542.03,3
33,5,983.23,1
71,5,422.13,1
41,6,858.41,1
78,1,432.2,1
57,3,372.9,1
8,5,3693.81,0
10,13,2607.87,0
8,8,3598.26,0
34,2,409.1,1
212,2,1522.75,3
24,5,1352.36,1
170,1,114.56,3
62,1,152.94,1
53,5,1800.07,0
261,2,389.44,3
32,3,3665.62,0
17,10,2609.3,0
258,2,732.63,3
177,1,46.95,3
45,5,5203.51,0
51,1,1035.45,1
17,4,746.83,1
9,11,5423.15,2
74,7,861.89,1
71,2,667.65,1
353,1,1141.24,3
3,6,1423.29,0
117,1,411.7,1
197,1,559.87,3
177,1,810.6,3
23,3,537.83,1
21,4,1496.68,1
72,1,2062.06,1
340,1,168.3,3
6,7,1531.51,0
31,2,823.97,1
170,1,142.5,3
117,2,280.9,1
9,12,2236.74,0
10,4,1328.55,1
213,4,275.4,3
23,3,598.2,1
108,2,212.82,1
26,4,5305.83,0
139,1,361.22,1
214,9,602.27,3
38,4,2560.0,0
92,3,686.6700000000001,1
18,2,616.26,1
3,2,274.15000000000003,1
331,1,226.37,3
64,12,2755.56,0
120,3,1341.65,1
35,1,328.15000000000003,1
218,1,404.4,3
172,2,1038.46,3
72,7,230.7,1
1,2,326.75,1
196,1,207.50000000000003,3
128,3,428.68,1
44,5,510.54,1
6,15,3085.96,0
14,6,3844.22,0
18,4,242.21,1
28,8,1583.2,0
37,1,151.05,1
157,1,214.8,3
284,1,109.95,3
107,1,549.07,1
25,6,1959.38,0
75,4,322.41,1
16,2,370.48,1
158,1,101.1,3
44,1,575.41,1
11,2,887.65,1
32,7,1469.45,0
291,1,53.5,3
21,5,1100.47,1
333,1,153.9,3
18,2,494.44,1
4,23,6675.71,2
63,2,395.8,1
198,4,210.32,3
33,3,658.88,1
1,5,2024.95,0
7,12,1460.37,0
5,8,3411.69,0
10,4,896.66,1
32,9,652.07,0
53,1,109.36,1
12,2,707.04,1
18,9,1540.42,0
19,1,327.3,1
37,2,804.49,1
2,2,497.43,1
18,3,1553.66,1
82,4,1320.56,1
33,2,367.93,1
66,2,473.03,1
9,3,977.52,1
267,1,676.2,3
247,3,362.95,3
4,5,2131.9,0
61,1,1780.59,1
75,2,668.36,1
90,2,584.5,1
60,3,555.89,1
29,2,317.2,1
323,1,94.36,3
53,5,1362.27,1
270,1,221.19,3
2,20,2941.05,2
50,9,1412.06,0
61,5,1486.9,1
145,4,1631.15,1
19,2,408.57,1
95,1,303.93,1
1,20,4061.24,2
265,2,299.6,3
302,2,161.05,3
70,1,443.05,1
302,2,167.25,3
19,1,163.07,1
13,10,2126.93,0
36,5,2028.88,0
19,2,214.65,1
54,1,151.83,1
57,1,262.2,1
22,2,126.25,1
44,1,210.35,1
27,4,1026.99,1
45,3,675.27,1
113,7,959.48,1
25,1,346.12,1
191,2,82.56,3
302,1,302.7,3
2,10,1908.25,0
263,2,241.06,3
106,1,284.55,1
57,1,300.85,1
213,3,642.81,3
64,1,287.40000000000003,1
28,1,184.26,1
29,7,1522.25,0
6,5,798.35,1
8,5,3640.67,0
67,2,381.2,1
2,3,616.79,1
46,5,638.77,1
34,1,230.51,1
1,3,2.8999999999941792,1
136,1,259.01,1
198,1,188.89,3
191,3,674.69,3
150,1,311.92,3
88,1,266.97,1
64,7,1841.18,0
99,5,2158.37,0
218,1,208.36,3
3,18,3482.74,2
28,3,814.72,1
178,1,151.42,3
64,4,102.0,1
21,7,1383.7,0
20,3,1314.68,1
34,7,1603.46,0
74,1,74.9,1
24,4,650.43,1
52,5,757.44,1
275,1,223.95,3
165,4,314.86,3
7,11,1811.47,0
88,4,544.3,1
64,7,2494.46,0
25,3,331.0,1
10,2,300.83,1
76,1,769.29,1
16,1,220.62,1
192,1,139.35,3
174,3,379.4,3
77,1,363.65,1
33,4,492.2000000000001,1
47,1,731.5,1
73,6,1329.66,1
297,1,826.53,3
3,3,684.41,1
9,4,1562.22,1
50,6,2965.69,0
161,3,86.12,3
360,5,319.1,3
5,6,400.86,1
107,5,1421.43,1
25,1,484.38,1
32,1,777.6,1
20,2,90.3,1
297,1,363.7000000000001,3
22,3,950.26,1
5,4,874.59,1
52,5,1627.13,1
30,1,101.7,1
277,1,162.70000000000002,3
61,3,480.92,1
25,2,215.08,1
186,4,1036.62,3
2,28,9295.67,2
172,1,290.36,3
81,1,228.06,1
4,1,244.41,1
190,1,455.25,3
22,7,1244.59,0
18,3,6748.8,0
19,5,1026.94,1
5,1,593.75,1
107,2,539.02,1
3,4,1388.81,1
54,1,119.62,1
165,1,339.3,3
10,10,4154.64,0
109,9,2266.25,0
96,3,922.12,1
243,2,379.73,3
163,14,5664.57,2
3,7,641.55,1
35,2,285.89,1
67,7,3313.79,0
24,2,281.85,1
1,24,8257.04,2
21,3,816.51,1
6,2,511.12,1
54,1,1077.74,1
364,1,173.7,3
15,6,614.01,1
194,2,865.6,3
3,1,124.2,1
9,15,3622.95,0
3,5,1285.22,1
127,4,999.7,1
74,4,648.41,1
71,1,451.44,1
155,2,70.44,3
113,1,313.62,1
80,3,908.03,1
249,1,463.95,3
232,1,225.15,3
71,3,459.24,1
69,1,213.5,1
4,19,4073.28,2
51,3,330.03,1
75,1,181.09,1
61,1,360.16,1
16,2,250.15,1
4,1,90.04,1
277,2,140.7,3
4,6,813.52,1
41,1,244.8,1
31,2,494.73,1
75,2,482.47,1
18,16,3038.67,0
15,9,5450.96,0
219,1,75.66,3
186,2,120.99,3
33,4,1187.66,1
70,1,618.59,1
183,1,506.19,3
15,2,500.42,1
236,1,151.85,3
31,6,2630.64,0
254,2,204.41,3
4,2,178.96,1
52,4,813.48,1
246,1,129.45000000000002,3
81,2,810.57,1
275,1,333.08,3
1,20,4379.65,2
79,1,322.8,1
30,6,2183.04,0
74,2,417.73,1
17,7,2878.15,0
223,2,217.9,3
32,5,1124.59,1
23,11,1676.47,0
25,4,1169.38,1
106,1,231.1,1
5,3,679.83,1
246,1,487.51,3
178,2,833.78,3
170,2,214.06,3
39,2,270.86,1
72,1,518.42,1
54,11,6654.26,2
16,3,1166.92,1
141,5,594.97,1
18,6,3794.52,0
22,21,8568.24,2
10,4,933.62,1
189,1,39.12,3
16,5,810.45,1
362,1,135.4,3
19,1,118.98,1
68,2,570.13,1
15,6,306.72,1
24,4,1370.87,1
17,17,4022.46,2
28,3,1692.27,1
2,23,8093.59,2
55,2,319.61,1
34,5,1558.72,1
3,17,3013.83,0
366,1,129.75,3
43,1,183.7,1
73,6,1770.34,0
5,5,1028.0,1
61,2,324.24,1
47,9,3043.48,0
1,4,1260.86,1
76,3,303.26,1
44,3,208.63,1
256,2,1276.0,3
69,2,482.01,1
135,4,657.9,1
241,1,112.75,3
227,2,1998.0,3
9,17,5040.0,2
9,18,5150.27,2
37,3,531.35,1
46,1,656.63,1
85,5,3029.87,0
19,10,2483.04,0
3,5,1651.03,0
9,11,3645.43,0
19,21,6840.2300000000005,2
219,4,911.53,3
78,1,301.72,1
267,3,319.8000000000001,3
9,9,3278.36,0
15,8,1773.92,0
26,1,155.24,1
262,1,292.47,3
17,16,4711.21,2
91,2,589.15,1
302,8,775.07,3
26,5,1382.02,1
364,1,272.82,3
46,4,1054.67,1
36,26,7076.28,2
52,4,702.79,1
32,1,603.75,1
52,3,650.51,1
79,7,2269.21,0
53,1,417.6,1
298,1,3.75,3
172,2,312.55,3
29,8,2191.84,0
11,7,1304.76,0
87,18,7170.7,2
5,19,6694.31,2
25,4,826.96,1
18,5,1515.9,1
45,5,623.93,1
31,1,1764.72,1
58,1,223.92,1
114,5,1484.63,1
215,1,239.4,3
319,1,106.83,3
65,1,369.34,1
8,4,772.84,1
97,1,316.62,1
20,3,1501.38,1
185,2,594.9,3
4,18,2758.25,0
294,1,34.0,3
273,2,1145.6,3
31,11,5580.6,2
48,5,458.04,1
260,1,380.39,3
58,6,744.9,1
33,5,2246.81,0
57,1,171.59,1
68,5,654.92,1
10,11,1695.66,0
60,1,388.28,1
80,2,226.35,1
74,2,245.94,1
2,28,10454.05,2
100,2,425.19,1
365,2,294.65000000000003,3
10,19,2242.25,0
20,1,107.6,1
123,2,597.48,1
8,1,80.80000000000001,1
4,8,1520.12,0
29,8,1706.28,0
282,2,110.38,3
57,1,243.84,1
1,12,1201.51,0
365,1,414.88,3
89,1,305.62,1
11,1,1201.49,1
163,5,867.8299999999999,3
65,1,332.3,1
23,3,536.99,1
174,2,460.59,3
103,4,801.49,1
143,3,1121.59,1
99,2,288.42,1
23,6,912.74,1
192,2,275.64,3
5,2,547.07,1
361,1,479.35,3
8,10,1692.98,0
14,22,6500.6,2
103,4,417.06,1
3,13,1446.95,0
11,13,3317.9700000000003,0
96,1,497.61,1
227,1,358.38,3
16,2,460.64,1
39,2,775.18,1
51,1,341.7,1
93,2,128.5,1
157,1,197.22,3
39,1,325.91,1
184,3,199.15,3
1,4,1106.53,1
228,1,413.46,3
128,2,180.85,1
40,2,251.87,1
31,12,3167.73,0
197,3,582.9,3
37,7,1774.62,0
64,4,1260.44,1
43,17,10183.82,2
50,1,214.32,1
43,1,193.44,1
53,1,281.42,1
187,1,124.57,3
334,1,332.41,3
4,3,342.45,1
10,2,144.91,1
24,2,328.40000000000003,1
15,1,35.400000000000006,1
366,2,345.89000000000004,3
106,5,473.14,1
60,3,151.65,1
29,4,481.35,1
141,3,207.74,1
23,5,805.62,1
22,7,2761.49,0
77,3,680.02,1
5,10,7066.31,2
64,9,2023.47,0
12,6,853.72,1
31,7,1519.08,0
67,1,432.0,1
67,3,705.12,1
187,2,276.73,3
38,2,429.84,1
15,3,471.51,1
35,1,194.88,1
195,3,1578.67,3
2,5,809.7,1
1,7,496.84,1
367,1,145.93,3
65,1,219.14,1
299,3,213.03,3
26,4,444.46,1
8,6,1281.56,0
12,5,187.69,1
116,1,1706.88,1
29,1,373.24,1
4,16,3754.27,2
5,8,3085.48,0
82,4,579.77,1
29,5,981.65,1
64,2,364.14,1
4,8,1510.06,0
23,14,2528.67,0
290,1,113.44,3
36,1,208.46,1
9,6,621.6800000000001,1
24,2,576.26,1
277,1,391.52,3
50,7,1043.34,1
156,11,2596.45,0
61,1,169.79,1
12,26,6666.83,2
21,4,739.5,1
116,3,543.05,1
80,19,2781.5,2
4,7,1295.39,0
26,3,380.55,1
5,21,4604.22,2
53,1,161.94,1
1,5,530.08,1
55,2,950.93,1
26,1,262.68,1
9,5,1903.13,0
52,3,3049.88,0
13,10,1894.11,0
212,3,816.73,3
22,19,4345.5,2
236,1,406.48,3
139,3,435.02,1
4,7,1161.27,0
57,3,1178.56,1
123,4,1262.75,1
109,2,167.61,1
30,1,20.8,1
1,9,2085.08,0
185,5,493.67,3
9,2,292.34,1
239,2,416.64,3
87,1,117.35,1
39,3,507.05,1
116,1,234.17,1
187,1,110.55,3
227,1,201.19,3
8,10,2148.47,0
189,1,319.02,3
4,2,439.43,1
39,3,650.41,1
3,2,232.21,1
267,1,251.52,3
78,1,344.33,1
4,8,1809.05,0
255,2,1078.96,3
61,1,384.06,1
13,8,1920.2,0
78,5,4392.42,0
17,11,5461.62,2
30,2,1873.2,1
3,7,1625.05,0
5,1,126.12,1
7,6,1133.25,1
219,1,179.0,3
11,6,1601.86,0
30,9,1427.46,0
288,3,702.0,3
150,6,287.02,1
23,2,484.82,1
1,11,3989.57,0
73,4,1487.78,1
46,2,1412.94,1
5,4,781.78,1
51,7,877.4300000000001,1
17,2,185.46,1
30,1,270.9,1
8,4,565.58,1
29,3,1842.56,1
3,27,8574.11,2
41,2,920.1,1
11,4,1272.61,1
31,1,71.0,1
45,3,95.85,1
61,3,357.77,1
185,2,154.83,3
79,7,848.59,1
111,2,716.0,1
64,1,146.87,1
12,2,380.35,1
86,3,1030.14,1
16,4,734.57,1
246,3,388.33,3
78,2,1253.22,1
30,1,112.4,1
138,1,449.73,1
27,4,1065.77,1
3,5,1044.38,1
32,4,1735.18,1
9,3,897.4300000000001,1
113,3,339.44,1
157,1,642.02,3
85,3,1100.9,1
115,6,864.32,1
3,11,5594.78,2
96,6,3228.84,0
194,1,247.14,3
28,1,413.75,1
129,2,496.38,1
28,6,1353.83,0
82,3,1179.89,1
30,5,3095.04,0
266,1,234.24,3
74,12,5116.13,2
314,5,534.47,3
9,11,1421.59,0
59,3,859.35,1
12,22,4531.34,2
28,13,2655.2200000000003,0
114,1,312.14,1
9,14,2385.48,0
18,4,1446.09,1
18,5,813.77,1
36,3,841.0799999999999,1
36,2,378.2,1
78,1,118.8,1
22,3,285.5,1
25,2,290.16,1
33,2,2003.85,1
109,3,1405.78,1
35,2,2949.75,0
123,6,1555.05,1
7,6,2050.08,0
28,4,1991.01,1
4,8,2041.85,0
3,10,3802.81,0
50,4,1777.78,1
318,2,270.20000000000005,3
22,6,1088.2,1
9,7,992.68,0
2,9,937.92,0
18,2,971.74,1
10,4,1621.73,1
262,1,25.5,3
159,2,665.78,3
33,7,10380.43,2
29,8,869.6800000000001,0
165,1,163.29999999999998,3
47,1,248.61,1
6,10,747.22,0
8,5,806.9,1
288,1,116.2,3
318,1,157.02,3
3,3,593.61,1
233,1,307.46,3
119,1,138.32,1
162,1,345.3,3
185,1,298.89,3
50,1,259.35,1
152,7,991.85,1
335,1,157.09,3
5,5,2463.17,0
16,7,4892.240000000001,0
107,2,425.0,1
16,7,1139.73,0
276,1,380.5,3
16,15,10585.57,2
247,1,465.32,3
239,1,579.0,3
1,2,984.57,1
106,3,749.78,1
23,6,1679.64,0
52,1,124.88,1
195,4,1503.5,3
24,1,213.78,1
75,1,329.34,1
18,2,251.7,1
8,3,306.55,1
32,3,1266.97,1
22,4,1534.73,1
31,6,3518.03,0
29,11,1707.21,0
22,2,293.1,1
33,8,2466.4,0
284,1,158.68,3
39,3,189.49,1
50,4,816.88,1
289,1,224.91,3
75,2,313.26,1
5,9,3755.65,0
218,1,59.9,3
44,5,1430.94,1
202,1,306.13,3
178,3,711.79,3
56,6,780.38,1
57,2,239.92,1
8,8,3286.91,0
47,2,144.0,1
227,1,203.95,3
11,9,2275.58,0
106,2,384.4,1
59,3,249.74,1
28,7,2095.13,0
36,9,1674.46,0
274,2,262.62,3
30,1,1013.01,1
24,3,692.22,1
54,1,342.63,1
36,6,3563.85,0
169,9,1352.91,0
54,1,384.08,1
53,1,204.24,1
27,9,2299.67,0
253,1,226.85,3
40,11,2741.08,0
60,7,984.12,1
234,1,113.5,3
4,10,1960.72,0
32,1,114.23,1
24,14,3198.25,0
7,2,335.13,1
65,1,354.15,1
310,2,426.79,3
309,1,393.49,3
19,6,939.32,1
16,8,1906.09,0
96,2,318.76,1
264,11,3466.67,0
12,14,3127.82,0
3,2,421.52,1
35,1,190.88,1
183,1,149.89,3
25,2,550.0600000000001,1
13,6,916.13,1
11,2,314.69,1
3,17,3744.65,2
313,2,379.9500000000001,3
108,2,1135.04,1
1,30,8628.55,2
53,1,954.9,1
205,1,171.45000000000002,3
15,1,282.19,1
120,1,318.65,1
4,2,384.52,1
363,1,283.28000000000003,3
117,2,353.86,1
18,1,178.26,1
5,2,272.44,1
41,2,298.41,1
107,2,240.0,1
148,2,603.37,3
52,5,1253.36,1
208,1,63.440000000000005,3
139,2,562.9,1
2,3,310.64,1
127,2,317.62,1
108,4,763.64,1
42,5,2144.53,0
35,1,111.98,1
228,2,1065.35,3
241,1,246.04,3
58,1,187.83,1
130,3,1703.41,1
60,7,1641.68,0
22,1,153.92,1
26,7,1064.11,0
9,7,1419.73,0
32,4,936.16,1
4,2,525.24,1
308,1,550.8000000000001,3
8,9,1875.11,0
29,3,556.95,1
17,1,131.78,1
101,2,498.42,1
12,4,669.11,1
21,1,197.63,1
15,6,1119.93,1
361,1,250.04,3
11,21,8600.73,2
95,1,82.75,1
78,2,1384.85,1
139,3,644.3,1
18,2,2288.13,1
25,11,2514.76,0
46,5,2524.02,0
100,3,1200.62,1
8,2,700.86,1
15,9,908.99,0
18,4,990.23,1
280,1,96.8,3
14,2,523.11,1
23,2,363.9,1
124,1,175.2,1
86,1,494.25,1
301,3,306.6,3
151,7,1944.32,0
17,10,6612.18,2
94,2,243.36,1
157,3,781.36,3
355,1,193.64,3
46,1,160.57,1
15,4,537.74,1
4,16,2611.58,0
86,1,228.96,1
15,5,1159.52,1
179,1,110.75,3
8,5,1256.19,1
36,3,587.15,1
129,2,1740.0,1
51,1,1393.06,1
312,1,178.22,3
24,2,388.14,1
303,2,365.85,3
11,1,127.86,1
17,3,585.79,1
49,3,488.2,1
239,2,312.23,3
1,12,4455.73,0
13,8,4801.56,0
238,1,168.4,3
23,9,1349.52,0
73,4,446.18,1
17,3,423.89,1
41,8,1342.68,0
40,4,646.92,1
219,2,495.77,3
190,4,372.5,3
71,2,203.2,1
24,21,3925.92,2
11,1,404.66,1
65,1,65.4,1
4,1,199.29,1
19,2,336.4,1
15,1,261.11,1
8,6,2686.42,0
20,2,784.11,1
78,4,1259.56,1
164,2,508.8,3
307,2,457.91,3
219,1,203.87,3
39,8,7330.8,2
22,2,696.41,1
115,3,653.38,1
126,5,2129.96,0
5,13,2633.85,0
36,1,281.62,1
1,5,967.22,1
330,5,1928.72,3
163,1,32.65,3
185,2,771.85,3
16,5,1214.72,1
12,4,748.94,1
3,7,1258.06,0
44,2,778.0,1
80,1,507.84,1
30,9,6838.34,2
42,2,463.46,1
11,14,4200.97,2
50,3,598.83,1
16,10,1853.13,0
45,4,663.63,1
19,2,759.1700000000001,1
4,7,5022.26,0
72,1,100.8,1
121,4,512.12,1
33,2,265.76,1
313,1,403.3,3
18,2,365.76,1
88,1,303.16,1
2,9,2333.42,0
2,2,216.3,1
247,2,378.3,3
148,5,177.1,1
29,10,2210.26,0
220,1,534.24,3
148,3,2940.04,0
177,2,120.9,3
40,2,541.53,1
2,8,2504.86,0
1,10,1648.95,0
18,2,486.72,1
192,4,517.53,3
204,1,131.7,3
365,1,249.86,3
127,5,1737.7,1
15,1,316.5,1
43,2,657.3,1
79,8,452.63000000000005,1
23,3,757.46,1
51,3,662.94,1
16,6,1881.36,0
158,1,289.96000000000004,3
10,2,763.28,1
10,2,137.0,1
16,6,1843.06,0
45,5,1125.07,1
191,3,710.29,3
79,1,194.37,1
74,2,506.51,1
4,5,1249.34,1
65,3,414.04,1
261,1,396.87,3
59,2,376.64,1
1,11,1926.88,0
1,11,3541.92,0
248,1,374.57,3
8,2,497.56,1
359,1,271.05,3
76,1,272.22,1
290,1,622.88,3
17,3,1138.0,1
221,2,288.6,3
9,4,689.1,1
3,2,558.96,1
206,10,2745.28,0
162,2,1145.84,3
70,2,294.29,1
262,2,605.58,3
281,1,387.31,3
58,11,6100.74,2
25,1,308.48,1
29,11,2920.04,0
72,1,513.2,1
128,1,208.65,1
31,4,639.02,1
15,5,768.08,1
309,1,153.94,3
17,7,1839.07,0
54,1,546.81,1
24,4,721.96,1
2,5,1070.71,1
11,4,652.74,1
361,1,145.0,3
360,1,422.7,3
1,8,706.7,0
54,6,888.86,1
1,11,3540.1,0
1,10,2385.0,0
121,2,293.45,1
54,1,223.36,1
280,1,164.4,3
177,1,76.5,3
30,2,897.62,1
26,1,98.42,1
9,3,570.4,1
270,1,170.75,3
43,3,645.96,1
24,2,148.86,1
197,3,267.16,3
359,1,306.84,3
43,6,909.96,1
130,1,1487.6,1
1,5,1952.45,0
20,2,483.26,1
206,1,157.9,3
14,3,541.46,1
95,4,854.95,1
19,1,167.62,1
14,8,1107.38,0
24,3,454.01,1
8,2,901.21,1
7,10,4012.56,0
332,1,344.14,3
50,4,1498.51,1
71,4,226.75000000000003,1
29,4,362.9,1
243,1,185.65,3
8,22,3457.78,2
191,2,124.74,3
5,4,440.2,1
253,3,215.72,3
1,31,10736.11,2
236,1,175.27,3
7,3,1227.3,1
109,4,1133.07,1
100,3,1240.2,1
60,4,2404.17,0
2,3,1479.22,1
73,8,2215.02,0
4,6,3911.56,0
85,2,993.18,1
12,2,388.79,1
23,7,2827.93,0
214,1,2044.37,3
18,1,161.67000000000002,1
239,1,116.01,3
2,8,5050.77,0
217,2,309.36,3
33,2,193.42,1
41,6,1103.92,1
4,19,3947.87,2
53,10,1992.76,0
23,17,4509.37,2
57,1,390.07,1
130,3,329.6,1
174,3,571.1999999999999,3
6,3,971.58,1
312,1,218.52,3
60,1,81.44,1
21,4,1336.1,1
33,1,527.05,1
15,2,843.48,1
18,4,2047.0,0
81,1,75.75,1
6,9,1784.12,0
170,2,503.6,3
2,3,528.33,1
31,6,1242.34,1
36,9,2361.9700000000003,0
9,2,265.93,1
31,2,547.0600000000001,1
276,1,108.5,3
87,1,621.66,1
120,2,712.29,1
1,17,2768.98,0
219,4,995.66,3
65,1,133.06,1
61,5,1789.55,0
135,2,861.74,1
21,1,166.07999999999998,1
12,14,3886.67,0
25,18,4737.13,2
29,5,1175.88,1
277,1,117.55,3
11,8,2571.74,0
73,5,1674.69,1
11,3,485.88,1
4,14,2954.75,0
141,1,196.0,1
26,9,1788.27,0
19,2,604.64,1
4,2,728.16,1
66,5,2055.51,0
1,2,347.75,1
43,7,3406.7200000000003,0
228,1,205.7,3
16,6,1284.08,1
44,4,3106.62,0
1,7,1622.22,0
74,2,551.04,1
4,7,1383.27,0
264,1,298.11,3
53,2,1992.11,1
24,1,184.4,1
10,7,2459.33,0
44,1,239.41,1
17,7,3191.53,0
7,7,5739.46,0
30,16,4748.45,2
358,2,290.40000000000003,3
127,5,733.44,1
136,3,187.02,1
142,1,283.12,1
132,2,765.34,1
38,14,2201.05,0
236,1,338.95,3
261,1,154.95,3
17,6,2508.89,0
253,1,417.95,3
30,6,1719.72,0
35,3,798.74,1
169,2,885.19,3
3,10,1781.12,0
4,22,10097.37,2
185,2,152.4,3
188,2,267.08,3
170,1,137.45,3
11,2,385.1,1
45,1,522.91,1
321,1,153.0,3
201,1,326.4,3
23,12,5505.79,2
232,1,139.35,3
38,18,5367.8,2
26,4,1195.94,1
96,6,2380.64,0
127,6,3276.4000000000005,0
58,4,995.65,1
16,14,3371.13,0
9,2,1042.55,1
4,5,2515.6800000000003,0
3,15,5288.83,2
79,5,878.2,1
39,2,692.19,1
54,3,700.63,1
9,4,337.49,1
9,2,168.24,1
19,5,1863.35,0
12,8,2786.05,0
113,2,355.11,1
4,7,2291.08,0
235,2,98.8,3
100,2,64.65,1
178,2,674.52,3
5,9,1797.57,0
359,1,80.64,3
1,6,1739.92,0
1,31,5585.49,2
19,8,3456.7,0
17,3,834.99,1
22,2,287.59,1
33,1,712.78,1
263,1,15.0,3
51,2,818.82,1
159,3,371.88,3
15,1,271.2,1
8,3,2273.1800000000003,1
13,12,3960.63,0
199,5,1143.27,3
57,2,245.81,1
11,2,182.77,1
97,5,1215.46,1
255,1,56.4,3
25,3,665.86,1
21,5,642.17,1
159,2,188.02,3
72,2,283.47,1
53,1,131.94,1
85,2,278.74,1
153,4,1865.19,1
74,2,1117.9,1
281,1,225.9,3
27,14,1965.55,0
30,1,106.1,1
25,1,323.04,1
180,2,350.39,3
40,4,697.9,1
22,3,780.43,1
22,11,3026.08,0
37,9,1199.01,0
82,4,1251.84,1
74,1,512.31,1
11,1,546.04,1
16,15,4627.62,2
13,4,732.16,1
14,7,1714.6,0
37,4,36.56,1
4,3,387.68,1
72,8,3661.07,0
51,1,298.4,1
5,5,1995.46,0
9,9,1599.97,0
299,1,889.24,3
2,3,398.7,1
33,1,35.400000000000006,1
50,1,155.37,1
3,3,350.64,1
47,1,110.21,1
42,10,1560.53,0
27,6,2312.7,0
42,1,338.8,1
303,1,205.48,3
107,1,51.56,1
85,1,2033.1,1
81,9,901.2,0
218,4,605.8000000000001,3
302,35,5288.63,2
12,2,114.34,1
185,2,311.26,3
2,6,1393.79,0
6,12,5155.66,2
305,1,148.21,3
3,9,2059.2,0
324,1,330.9,3
59,6,3160.0,0
13,3,597.5,1
31,27,10158.54,2
143,2,325.7,1
30,8,622.75,1
107,5,428.18,1
2,13,1889.4,0
205,1,155.9,3
80,6,1764.36,0
185,7,658.26,3
170,1,237.61,3
44,1,379.45,1
174,1,178.52,3
365,1,458.92,3
304,1,133.35,3
3,4,671.77,1
4,4,717.45,1
12,1,190.19,1
32,3,899.61,1
129,1,111.35,1
19,10,525.78,0
212,2,203.87,3
323,2,602.09,3
162,1,203.86,3
56,3,244.1,1
225,1,112.25,3
72,8,1119.81,0
44,1,98.0,1
23,1,256.32,1
173,4,541.1,3
85,2,152.06,1
159,1,155.8,3
165,4,15.0,3
29,1,110.38,1
21,2,178.92000000000002,1
71,4,800.24,1
247,1,72.9,3
9,1,366.23,1
310,6,295.61,3
59,2,411.6,1
4,1,336.43,1
45,3,341.28,1
88,1,1304.04,1
4,17,4204.1,2
64,4,826.52,1
282,1,207.50000000000003,3
1,13,2894.33,0
133,2,397.29,1
45,2,212.54,1
11,5,834.5,1
36,5,1740.48,0
134,2,408.36,1
29,3,1331.57,1
52,2,704.25,1
138,2,145.79,1
5,1,389.84,1
9,7,4301.22,0
160,1,99.14,3
49,14,1983.58,0
131,1,304.56,1
8,1,77.50000000000001,1
233,2,149.57999999999998,3
37,1,176.68,1
147,1,358.56000000000006,3
72,4,472.12,1
40,4,990.84,1
5,16,2295.37,0
199,4,557.3,3
